LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList
11,2016-09-28,04:30:31,Info,CBS    Session,30546173_4261722401 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4261722401', 'WindowsUpdateAgent.']"
12,2016-09-28,04:30:31,Info,CBS    Session,30546173_4262462443 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4262462443', 'WindowsUpdateAgent.']"
13,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
14,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
15,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
16,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
17,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
18,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
19,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
20,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
21,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
22,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
23,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
24,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
25,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
26,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
27,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
28,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
29,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
30,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
31,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
32,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
33,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
34,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
35,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
36,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
37,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
38,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
39,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
40,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
41,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
42,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
43,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
44,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
45,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
46,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
47,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
48,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
49,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
50,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
51,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
52,2016-09-28,04:30:31,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
53,2016-09-28,04:30:32,Info,CBS    Session,30546173_4267072707 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4267072707', 'WindowsUpdateAgent.']"
54,2016-09-28,04:30:32,Info,CBS    Session,30546173_4268042763 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4268042763', 'WindowsUpdateAgent.']"
55,2016-09-28,04:30:32,Info,CBS    Session,30546173_4271022933 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4271022933', 'WindowsUpdateAgent.']"
56,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
57,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
58,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
59,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
60,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
61,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
62,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
63,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
64,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
65,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
66,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
67,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
68,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
69,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
70,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
71,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
72,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
73,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
74,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
75,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
76,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
77,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
78,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
79,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
80,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
81,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
82,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
83,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
84,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
85,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
86,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
87,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
88,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
89,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
90,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
91,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
92,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
93,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
94,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
95,2016-09-28,04:30:32,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
96,2016-09-28,04:30:32,Info,CBS    Session,30546173_4275933214 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4275933214', 'WindowsUpdateAgent.']"
97,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
98,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
99,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
100,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
101,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
102,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
103,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
104,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
105,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
106,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
107,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
108,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
109,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
110,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
111,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
112,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
113,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
114,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
115,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
116,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
117,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
118,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
119,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
120,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
121,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
122,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
123,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
124,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
125,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
126,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
127,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
128,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
129,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
130,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
131,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
132,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
133,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
134,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
135,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
136,2016-09-28,04:30:33,Info,CBS    Warning,Unrecognized packageExtended attribute.,046ec491,Unrecognized packageExtended attribute.,[]
137,2016-09-28,04:30:33,Info,CBS    Session,30546173_4280593480 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4280593480', 'WindowsUpdateAgent.']"
138,2016-09-28,04:30:33,Info,CBS    Session,30546173_4280603481 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4280603481', 'WindowsUpdateAgent.']"
139,2016-09-28,04:30:33,Info,CBS    Session,30546173_4280613482 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4280613482', 'WindowsUpdateAgent.']"
140,2016-09-28,04:30:33,Info,CBS    Session,30546173_4280613483 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4280613483', 'WindowsUpdateAgent.']"
141,2016-09-28,04:30:33,Info,CBS    Session,30546173_4280623482 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4280623482', 'WindowsUpdateAgent.']"
142,2016-09-28,04:30:33,Info,CBS    Session,30546173_4280633483 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4280633483', 'WindowsUpdateAgent.']"
143,2016-09-28,04:30:33,Info,CBS    Session,30546173_4280633484 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4280633484', 'WindowsUpdateAgent.']"
144,2016-09-28,04:30:33,Info,CBS    Session,30546173_4281313522 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4281313522', 'WindowsUpdateAgent.']"
145,2016-09-28,04:30:33,Info,CBS    Session,30546173_4285113739 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4285113739', 'WindowsUpdateAgent.']"
146,2016-09-28,04:30:33,Info,CBS    Read out cached package applicability for package,"Package_for_KB3121255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3121255~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
147,2016-09-28,04:30:33,Info,CBS    Session,30546173_4286503818 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4286503818', 'WindowsUpdateAgent.']"
148,2016-09-28,04:30:33,Info,CBS    Read out cached package applicability for package,"Package_for_KB2656356~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2656356~31bf3856ad364e35~amd64~~6.1.1.1,', '80, CurrentState:112']"
149,2016-09-28,04:30:33,Info,CBS    Session,30546173_4286853838 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4286853838', 'WindowsUpdateAgent.']"
150,2016-09-28,04:30:33,Info,CBS    Read out cached package applicability for package,"Package_for_KB3108664~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3108664~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
151,2016-09-28,04:30:33,Info,CBS    Session,30546173_4286873840 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4286873840', 'WindowsUpdateAgent.']"
152,2016-09-28,04:30:33,Info,CBS    Read out cached package applicability for package,"Package_for_KB3115858~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3115858~31bf3856ad364e35~amd64~~6.1.1.0,', '80, CurrentState:112']"
153,2016-09-28,04:30:34,Info,CBS    Session,30546173_4289083966 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4289083966', 'WindowsUpdateAgent.']"
154,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3127220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3127220~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
155,2016-09-28,04:30:34,Info,CBS    Session,30546173_4289704001 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4289704001', 'WindowsUpdateAgent.']"
156,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3060716~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3060716~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
157,2016-09-28,04:30:34,Info,CBS    Session,30546173_4294144255 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4294144255', 'WindowsUpdateAgent.']"
158,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3006137~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3006137~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
159,2016-09-28,04:30:34,Info,CBS    Session,30546173_4294174257 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546173_4294174257', 'WindowsUpdateAgent.']"
160,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3067903~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3067903~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
161,2016-09-28,04:30:34,Info,CBS    Session,30546174_187017 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_187017', 'WindowsUpdateAgent.']"
162,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
163,2016-09-28,04:30:34,Info,CBS    Session,30546174_857056 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_857056', 'WindowsUpdateAgent.']"
164,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
165,2016-09-28,04:30:34,Info,CBS    Session,30546174_1497092 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_1497092', 'WindowsUpdateAgent.']"
166,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
167,2016-09-28,04:30:34,Info,CBS    Session,30546174_1767108 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_1767108', 'WindowsUpdateAgent.']"
168,2016-09-28,04:30:34,Info,CBS    Read out cached package applicability for package,"Package_for_KB3075226~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3075226~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
169,2016-09-28,04:30:34,Info,CBS    Session,30546174_2037123 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_2037123', 'WindowsUpdateAgent.']"
170,2016-09-28,04:30:35,Info,CBS    Read out cached package applicability for package,"Package_for_KB3185319~31bf3856ad364e35~amd64~~11.2.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3185319~31bf3856ad364e35~amd64~~11.2.1.0,', '112, CurrentState:112']"
171,2016-09-28,04:30:35,Info,CBS    Session,30546174_2217133 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_2217133', 'WindowsUpdateAgent.']"
